Price,Close,High,Low,Open,Volume
Ticker,B5P211.SA,B5P211.SA,B5P211.SA,B5P211.SA,B5P211.SA
Date,,,,,
2020-11-16,66.26000213623047,66.26000213623047,66.26000213623047,66.26000213623047,3000
2020-11-17,66.44000244140625,66.4800033569336,66.41000366210938,66.41000366210938,943
2020-11-18,66.43000030517578,66.47000122070312,66.43000030517578,66.47000122070312,2329
2020-11-19,66.44000244140625,66.45999908447266,66.41999816894531,66.44999694824219,4256
2020-11-23,66.33999633789062,66.41999816894531,66.23999786376953,66.41999816894531,8281
2020-11-24,66.3499984741211,66.37999725341797,66.33000183105469,66.33999633789062,3491
2020-11-25,66.48999786376953,66.51000213623047,66.48999786376953,66.51000213623047,5305
2020-11-26,66.55000305175781,66.55000305175781,66.48999786376953,66.48999786376953,1054
2020-11-27,66.5999984741211,66.5999984741211,66.19999694824219,66.19999694824219,1713
2020-11-30,66.68000030517578,66.69000244140625,66.62000274658203,66.69000244140625,2498
2020-12-01,66.7300033569336,66.7300033569336,66.58000183105469,66.68000030517578,4082
2020-12-02,66.83000183105469,66.87000274658203,66.83000183105469,66.83999633789062,2382
2020-12-03,66.8499984741211,66.86000061035156,66.81999969482422,66.83000183105469,5120
2020-12-04,66.8499984741211,66.8499984741211,66.8499984741211,66.8499984741211,10
2020-12-07,67.04000091552734,67.05000305175781,66.9800033569336,67.04000091552734,2949
2020-12-08,67.11000061035156,67.13999938964844,67.0999984741211,67.12000274658203,9225
2020-12-09,67.19000244140625,67.2300033569336,67.19000244140625,67.22000122070312,4187
2020-12-10,67.12000274658203,67.19000244140625,67.05999755859375,67.19000244140625,25830
2020-12-11,67.11000061035156,67.18000030517578,67.11000061035156,67.1500015258789,6905
2020-12-14,67.19999694824219,68.0,67.18000030517578,68.0,11868
2020-12-15,67.37000274658203,67.38999938964844,67.37000274658203,67.37000274658203,6170
2020-12-16,67.3499984741211,67.37000274658203,67.30000305175781,67.37000274658203,9216
2020-12-17,67.41999816894531,67.44999694824219,67.41999816894531,67.44000244140625,2614
2020-12-18,67.37999725341797,67.41999816894531,67.36000061035156,67.41999816894531,3701
2020-12-21,67.37999725341797,67.37999725341797,67.30000305175781,67.37999725341797,2466
2020-12-22,67.44999694824219,67.44999694824219,67.44999694824219,67.44999694824219,3033
2020-12-23,67.44999694824219,67.5,67.44999694824219,67.4800033569336,1276
2020-12-28,67.56999969482422,67.58000183105469,67.55999755859375,67.58000183105469,957
2020-12-29,67.63999938964844,67.66000366210938,67.63999938964844,67.66000366210938,3386
2020-12-30,67.38999938964844,67.70999908447266,67.38999938964844,67.69999694824219,3302
2021-01-04,67.8499984741211,67.8499984741211,67.83999633789062,67.8499984741211,3983
2021-01-05,67.81999969482422,67.83000183105469,67.72000122070312,67.83000183105469,12990
2021-01-06,67.87999725341797,67.87999725341797,67.80000305175781,67.81999969482422,29360
2021-01-07,67.75,67.80000305175781,67.73999786376953,67.80000305175781,19139
2021-01-08,67.69000244140625,67.7699966430664,67.69000244140625,67.7699966430664,2314
2021-01-11,67.58000183105469,67.5999984741211,67.5199966430664,67.5999984741211,2217
2021-01-12,67.70999908447266,67.70999908447266,67.55999755859375,67.58000183105469,2372
2021-01-13,67.6500015258789,67.7300033569336,67.6500015258789,67.7300033569336,2991
2021-01-14,67.72000122070312,67.72000122070312,67.66000366210938,67.66000366210938,2380
2021-01-15,67.7300033569336,67.75,67.6500015258789,67.70999908447266,17111
2021-01-18,67.75,67.7699966430664,67.7300033569336,67.7300033569336,567
2021-01-19,67.70999908447266,67.76000213623047,67.69000244140625,67.76000213623047,258
2021-01-20,67.69999694824219,67.69999694824219,67.6500015258789,67.69999694824219,6959
2021-01-21,67.56999969482422,67.69999694824219,67.48999786376953,67.69999694824219,16964
2021-01-22,67.51000213623047,67.51000213623047,67.5,67.51000213623047,1341
2021-01-26,67.5,67.5,67.41999816894531,67.44999694824219,1936
2021-01-27,67.54000091552734,67.54000091552734,67.45999908447266,67.4800033569336,4198
2021-01-28,67.63999938964844,67.63999938964844,67.62000274658203,67.62000274658203,1660
2021-01-29,67.70999908447266,67.7300033569336,67.70999908447266,67.7300033569336,1020
2021-02-01,67.80000305175781,67.80999755859375,67.76000213623047,67.7699966430664,30281
2021-02-02,67.88999938964844,67.9000015258789,67.83000183105469,67.83000183105469,6375
2021-02-03,67.94000244140625,67.94999694824219,67.94000244140625,67.94999694824219,40642
2021-02-04,67.9000015258789,67.94000244140625,67.9000015258789,67.94000244140625,820
2021-02-05,67.94000244140625,67.94000244140625,67.8499984741211,67.94000244140625,1943
2021-02-08,68.0,68.0199966430664,67.93000030517578,67.94000244140625,5552
2021-02-09,67.88999938964844,67.88999938964844,67.8499984741211,67.87999725341797,215
2021-02-10,67.94999694824219,67.94999694824219,67.86000061035156,67.86000061035156,4450
2021-02-11,68.02999877929688,68.04000091552734,67.94999694824219,67.94999694824219,10426
2021-02-12,67.97000122070312,67.9800033569336,67.87999725341797,67.94000244140625,1584
2021-02-17,67.7699966430664,68.01000213623047,67.7699966430664,68.01000213623047,14963
2021-02-18,68.02999877929688,68.04000091552734,67.97000122070312,67.98999786376953,1790
2021-02-19,67.98999786376953,68.05999755859375,67.98999786376953,68.05000305175781,2513
2021-02-22,67.69000244140625,67.7699966430664,67.69000244140625,67.7699966430664,3824
2021-02-23,67.80999755859375,67.81999969482422,67.80999755859375,67.81999969482422,511
2021-02-24,67.79000091552734,67.80000305175781,67.69999694824219,67.80000305175781,1666
2021-02-25,67.55999755859375,67.6500015258789,67.55999755859375,67.6500015258789,3787
2021-02-26,67.36000061035156,67.55999755859375,67.36000061035156,67.51000213623047,9178
2021-03-01,67.25,67.36000061035156,67.19000244140625,67.36000061035156,44558
2021-03-02,67.11000061035156,67.1500015258789,67.0,67.0,6133
2021-03-03,67.05000305175781,67.1500015258789,67.05000305175781,67.13999938964844,1121
2021-03-04,67.1500015258789,67.1500015258789,67.1500015258789,67.1500015258789,400
2021-03-05,67.87000274658203,67.9000015258789,67.66000366210938,67.66000366210938,2439
2021-03-08,67.76000213623047,67.80000305175781,67.69999694824219,67.80000305175781,156004
2021-03-09,67.5999984741211,67.5999984741211,67.5999984741211,67.5999984741211,150
2021-03-10,67.61000061035156,67.6500015258789,67.5999984741211,67.5999984741211,671
2021-03-11,67.79000091552734,67.91000366210938,67.79000091552734,67.91000366210938,3918
2021-03-12,67.77999877929688,67.87999725341797,67.77999877929688,67.79000091552734,4126
2021-03-15,67.69999694824219,67.69999694824219,67.69999694824219,67.69999694824219,70
2021-03-16,67.79000091552734,67.80000305175781,67.76000213623047,67.80000305175781,3911
2021-03-17,67.79000091552734,67.79000091552734,67.79000091552734,67.79000091552734,6621
2021-03-18,67.56999969482422,67.58999633789062,67.55999755859375,67.58000183105469,5348
2021-03-19,67.41000366210938,67.56999969482422,67.41000366210938,67.56999969482422,154092
2021-03-22,67.3499984741211,67.41000366210938,67.22000122070312,67.41000366210938,2432
2021-03-23,67.30999755859375,67.4000015258789,67.30999755859375,67.4000015258789,124
2021-03-24,67.29000091552734,67.31999969482422,67.29000091552734,67.31999969482422,1374
2021-03-25,67.3499984741211,67.37000274658203,67.05999755859375,67.25,3816
2021-03-26,67.30999755859375,67.4000015258789,67.30999755859375,67.4000015258789,1804
2021-03-29,67.23999786376953,67.27999877929688,67.23999786376953,67.27999877929688,2461
2021-03-30,67.2699966430664,67.2699966430664,67.23999786376953,67.25,1966
2021-03-31,67.47000122070312,67.54000091552734,67.4000015258789,67.4000015258789,1464
2021-04-01,67.5,67.5,67.5,67.5,400
