Price,Close,High,Low,Open,Volume
Ticker,IB5M11.SA,IB5M11.SA,IB5M11.SA,IB5M11.SA,IB5M11.SA
Date,,,,,
2020-03-10,93.19999694824219,94.1500015258789,93.19999694824219,94.1500015258789,8550
2020-03-11,94.0,96.5,92.7300033569336,93.19999694824219,16070
2020-03-12,94.0,94.0,93.0,93.0,2076
2020-03-17,98.0,98.98999786376953,94.0,94.0,47005
2020-03-20,88.19999694824219,88.19999694824219,88.19999694824219,88.19999694824219,200
2020-03-23,80.0999984741211,88.19999694824219,80.0999984741211,88.19999694824219,25385
2020-03-24,88.11000061035156,88.11000061035156,78.0,80.0999984741211,8344
2020-03-27,89.44999694824219,89.68000030517578,89.44999694824219,89.68000030517578,12
2020-03-31,84.83999633789062,87.19999694824219,84.83999633789062,87.19999694824219,20
2020-04-03,82.94999694824219,83.25,82.94999694824219,83.25,2892
2020-04-06,85.69000244140625,85.69000244140625,85.69000244140625,85.69000244140625,2882
2020-04-07,82.69000244140625,86.69999694824219,82.69000244140625,86.0,23372
2020-04-09,86.54000091552734,86.54000091552734,86.54000091552734,86.54000091552734,757
2020-04-20,86.6500015258789,87.0,86.54000091552734,87.0,1378
2020-04-22,91.51000213623047,91.51000213623047,91.51000213623047,91.51000213623047,3278
2020-04-27,86.30000305175781,86.56999969482422,86.30000305175781,86.47000122070312,13
2020-04-29,89.38999938964844,89.38999938964844,89.38999938964844,89.38999938964844,557
2020-05-04,87.5,88.62000274658203,87.5,88.62000274658203,672
2020-05-05,88.93000030517578,88.93000030517578,87.5,87.5,46
2020-05-11,87.33000183105469,87.33000183105469,87.33000183105469,87.33000183105469,2
2020-05-12,87.33000183105469,87.33000183105469,87.33000183105469,87.33000183105469,13
2020-05-13,86.33999633789062,86.33999633789062,85.19999694824219,85.2699966430664,238
2020-05-14,84.8499984741211,85.33999633789062,84.4800033569336,85.33999633789062,23733
2020-05-15,85.05000305175781,85.05000305175781,85.05000305175781,85.05000305175781,1
2020-05-18,88.05000305175781,88.05000305175781,86.95999908447266,86.95999908447266,210
2020-05-19,87.9800033569336,87.9800033569336,87.9800033569336,87.9800033569336,903
2020-05-22,87.83000183105469,87.83000183105469,87.62000274658203,87.62000274658203,195
2020-05-25,88.87000274658203,88.87000274658203,88.87000274658203,88.87000274658203,2
2020-05-29,88.75,89.4000015258789,88.75,89.4000015258789,83
2020-06-01,88.48999786376953,88.48999786376953,88.48999786376953,88.48999786376953,230
2020-06-02,90.19000244140625,90.19000244140625,89.4000015258789,89.4000015258789,2770
2020-06-03,90.93000030517578,90.93000030517578,90.19000244140625,90.19000244140625,220
2020-06-04,90.16000366210938,90.93000030517578,90.16000366210938,90.93000030517578,1065
2020-06-05,90.25,91.16999816894531,90.16000366210938,90.16000366210938,39
2020-06-08,91.88999938964844,91.88999938964844,91.43000030517578,91.43000030517578,6
2020-06-09,91.69000244140625,91.69000244140625,90.52999877929688,90.52999877929688,233
2020-06-10,91.19000244140625,91.69000244140625,91.19000244140625,91.69000244140625,57
2020-06-12,90.88999938964844,91.98999786376953,90.8499984741211,90.8499984741211,21795
2020-06-15,90.55000305175781,90.55000305175781,90.55000305175781,90.55000305175781,101
2020-06-16,90.48999786376953,90.48999786376953,90.48999786376953,90.48999786376953,1
2020-06-17,91.3499984741211,91.3499984741211,91.3499984741211,91.3499984741211,5
2020-06-22,89.81999969482422,90.8499984741211,89.81999969482422,89.94000244140625,80
2020-06-24,90.61000061035156,90.72000122070312,90.61000061035156,90.72000122070312,1843
2020-06-26,90.66000366210938,90.7699966430664,90.66000366210938,90.7699966430664,25946
2020-06-30,90.9800033569336,90.9800033569336,90.9800033569336,90.9800033569336,50
2020-07-01,91.63999938964844,92.56999969482422,91.5199966430664,92.56999969482422,6251
2020-07-02,92.44999694824219,92.47000122070312,92.44999694824219,92.45999908447266,1600
2020-07-03,93.83999633789062,93.83999633789062,92.77999877929688,92.77999877929688,763
2020-07-06,93.2300033569336,93.2300033569336,93.2300033569336,93.2300033569336,1409
2020-07-07,94.16000366210938,94.16000366210938,92.94999694824219,93.2300033569336,37226
2020-07-08,92.83999633789062,93.9000015258789,92.83999633789062,93.9000015258789,1440
2020-07-10,94.80000305175781,94.80000305175781,94.4000015258789,94.4000015258789,9800
2020-07-13,95.0999984741211,95.3499984741211,95.0999984741211,95.3499984741211,920
2020-07-14,94.8499984741211,94.8499984741211,94.5,94.5999984741211,10593
2020-07-15,94.1500015258789,95.16999816894531,94.1500015258789,94.9000015258789,6911
2020-07-16,94.8499984741211,94.87000274658203,94.73999786376953,94.87000274658203,6440
2020-07-17,94.93000030517578,95.93000030517578,94.8499984741211,94.8499984741211,1007
2020-07-20,96.3499984741211,96.3499984741211,95.26000213623047,95.26000213623047,36247
2020-07-21,96.0,96.27999877929688,96.0,96.27999877929688,12587
2020-07-22,95.25,96.0,95.25,96.0,518
2020-07-23,94.94999694824219,96.5199966430664,94.94999694824219,96.5199966430664,45776
2020-07-24,96.02999877929688,96.02999877929688,96.02999877929688,96.02999877929688,4
2020-07-27,95.73999786376953,95.73999786376953,95.73999786376953,95.73999786376953,10
2020-07-28,96.02999877929688,96.02999877929688,96.02999877929688,96.02999877929688,2
2020-07-29,96.6500015258789,96.9000015258789,96.02999877929688,96.02999877929688,4110
2020-07-30,96.95999908447266,96.95999908447266,96.94999694824219,96.94999694824219,17
2020-07-31,98.33000183105469,98.33000183105469,97.33999633789062,97.73999786376953,5427
2020-08-03,98.05000305175781,98.16000366210938,97.11000061035156,97.91000366210938,53555
2020-08-04,98.5999984741211,98.63999938964844,98.0,98.58000183105469,11325
2020-08-05,98.41000366210938,98.5999984741211,98.41000366210938,98.5999984741211,2156
2020-08-06,97.0,97.0,97.0,97.0,1
2020-08-07,97.0,97.0,97.0,97.0,2541
2020-08-10,96.75,96.75,96.2699966430664,96.2699966430664,1100
2020-08-11,95.97000122070312,96.27999877929688,95.97000122070312,96.27999877929688,1018
2020-08-12,94.5999984741211,94.80000305175781,94.38999938964844,94.38999938964844,112
2020-08-13,94.91000366210938,94.91000366210938,94.91000366210938,94.91000366210938,100
2020-08-14,95.29000091552734,95.29000091552734,94.9800033569336,94.9800033569336,536
2020-08-17,94.30000305175781,94.69000244140625,94.30000305175781,94.69000244140625,20
2020-08-18,96.06999969482422,96.06999969482422,95.5,96.06999969482422,742
2020-08-19,95.91999816894531,95.91999816894531,95.91999816894531,95.91999816894531,1
2020-08-20,94.54000091552734,94.7699966430664,94.19999694824219,94.7699966430664,22265
2020-08-21,96.41000366210938,96.41000366210938,95.31999969482422,96.41000366210938,48
2020-08-24,96.41000366210938,96.41000366210938,96.41000366210938,96.41000366210938,62
2020-08-26,95.38999938964844,95.81999969482422,95.38999938964844,95.81999969482422,3
2020-08-27,93.8499984741211,93.8499984741211,93.8499984741211,93.8499984741211,320
2020-08-28,95.83999633789062,95.83999633789062,95.5999984741211,95.5999984741211,16
2020-08-31,95.54000091552734,95.54000091552734,95.54000091552734,95.54000091552734,1
2020-09-01,94.5,94.5,94.30000305175781,94.41999816894531,1165
2020-09-02,94.5,95.13999938964844,94.18000030517578,94.5199966430664,399
2020-09-03,94.51000213623047,95.58999633789062,94.2699966430664,94.2699966430664,2794
2020-09-04,94.69000244140625,96.05999755859375,94.69000244140625,96.05999755859375,27
2020-09-09,95.41000366210938,95.41000366210938,94.69000244140625,94.69000244140625,1375
2020-09-11,95.18000030517578,95.18000030517578,95.18000030517578,95.18000030517578,5
2020-09-14,94.0,94.95999908447266,94.0,94.95999908447266,220
2020-09-15,93.5999984741211,93.80000305175781,93.5999984741211,93.80000305175781,3750
2020-09-17,94.36000061035156,94.36000061035156,94.23999786376953,94.23999786376953,4310
2020-09-18,92.26000213623047,93.58000183105469,92.26000213623047,93.58000183105469,2190
2020-09-21,90.44000244140625,92.25,90.44000244140625,92.25,4432
2020-09-23,92.26000213623047,92.26000213623047,92.26000213623047,92.26000213623047,1548
