Date,CDI,CDI_Acumulado,CDI_Indice,Open,High,Low,Close,Volume
2020-06-09,0.011345,1.0084398772371008,100.82771715499277,100.82771715499277,100.82771715499277,100.82771715499277,100.82771715499277,0
2020-06-10,0.011345,1.0085542847411733,100.83915605950399,100.83915605950399,100.83915605950399,100.83915605950399,100.83915605950399,0
2020-06-12,0.011345,1.0086687052247771,100.85059626175894,100.85059626175894,100.85059626175894,100.85059626175894,100.85059626175894,0
2020-06-15,0.011345,1.0087831386893849,100.86203776190483,100.86203776190483,100.86203776190483,100.86203776190483,100.86203776190483,0
2020-06-16,0.011345,1.0088975851364692,100.87348056008894,100.87348056008894,100.87348056008894,100.87348056008894,100.87348056008894,0
2020-06-17,0.011345,1.0090120445675028,100.88492465645847,100.88492465645847,100.88492465645847,100.88492465645847,100.88492465645847,0
2020-06-18,0.008442,1.0090972253643054,100.89344136179798,100.89344136179798,100.89344136179798,100.89344136179798,100.89344136179798,0
2020-06-19,0.008442,1.0091824133520706,100.90195878611775,100.90195878611775,100.90195878611775,100.90195878611775,100.90195878611775,0
2020-06-22,0.008442,1.0092676085314058,100.91047692947848,100.91047692947848,100.91047692947848,100.91047692947848,100.91047692947848,0
2020-06-23,0.008442,1.0093528109029182,100.91899579194086,100.91899579194086,100.91899579194086,100.91899579194086,100.91899579194086,0
2020-06-24,0.008442,1.0094380204672146,100.92751537356564,100.92751537356564,100.92751537356564,100.92751537356564,100.92751537356564,0
2020-06-25,0.008442,1.0095232372249026,100.93603567441347,100.93603567441347,100.93603567441347,100.93603567441347,100.93603567441347,0
2020-06-26,0.008442,1.0096084611765892,100.94455669454511,100.94455669454511,100.94455669454511,100.94455669454511,100.94455669454511,0
2020-06-29,0.008442,1.0096936923228819,100.95307843402128,100.95307843402128,100.95307843402128,100.95307843402128,100.95307843402128,0
2020-06-30,0.008442,1.0097789306643878,100.9616008929027,100.9616008929027,100.9616008929027,100.9616008929027,100.9616008929027,0
2020-07-01,0.008442,1.0098641762017146,100.97012407125008,100.97012407125008,100.97012407125008,100.97012407125008,100.97012407125008,0
2020-07-02,0.008442,1.0099494289354696,100.97864796912417,100.97864796912417,100.97864796912417,100.97864796912417,100.97864796912417,0
2020-07-03,0.008442,1.0100346888662604,100.98717258658574,100.98717258658574,100.98717258658574,100.98717258658574,100.98717258658574,0
2020-07-06,0.008442,1.0101199559946945,100.99569792369549,100.99569792369549,100.99569792369549,100.99569792369549,100.99569792369549,0
2020-07-07,0.008442,1.0102052303213798,101.00422398051423,101.00422398051423,101.00422398051423,101.00422398051423,101.00422398051423,0
2020-07-08,0.008442,1.0102905118469236,101.01275075710268,101.01275075710268,101.01275075710268,101.01275075710268,101.01275075710268,0
2020-07-09,0.008442,1.0103758005719339,101.0212782535216,101.0212782535216,101.0212782535216,101.0212782535216,101.0212782535216,0
2020-07-10,0.008442,1.0104610964970182,101.02980646983177,101.02980646983177,101.02980646983177,101.02980646983177,101.02980646983177,0
2020-07-13,0.008442,1.0105463996227846,101.03833540609398,101.03833540609398,101.03833540609398,101.03833540609398,101.03833540609398,0
2020-07-14,0.008442,1.0106317099498408,101.04686506236895,101.04686506236895,101.04686506236895,101.04686506236895,101.04686506236895,0
2020-07-15,0.008442,1.0107170274787949,101.05539543871754,101.05539543871754,101.05539543871754,101.05539543871754,101.05539543871754,0
2020-07-16,0.008442,1.0108023522102547,101.0639265352005,101.0639265352005,101.0639265352005,101.0639265352005,101.0639265352005,0
2020-07-17,0.008442,1.0108876841448284,101.0724583518786,101.0724583518786,101.0724583518786,101.0724583518786,101.0724583518786,0
2020-07-20,0.008442,1.010973023283124,101.08099088881266,101.08099088881266,101.08099088881266,101.08099088881266,101.08099088881266,0
2020-07-21,0.008442,1.0110583696257496,101.0895241460635,101.0895241460635,101.0895241460635,101.0895241460635,101.0895241460635,0
2020-07-22,0.008442,1.0111437231733134,101.0980581236919,101.0980581236919,101.0980581236919,101.0980581236919,101.0980581236919,0
2020-07-23,0.008442,1.0112290839264237,101.10659282175871,101.10659282175871,101.10659282175871,101.10659282175871,101.10659282175871,0
2020-07-24,0.008442,1.011314451885689,101.11512824032474,101.11512824032474,101.11512824032474,101.11512824032474,101.11512824032474,0
2020-07-27,0.008442,1.0113998270517173,101.12366437945082,101.12366437945082,101.12366437945082,101.12366437945082,101.12366437945082,0
2020-07-28,0.008442,1.011485209425117,101.13220123919773,101.13220123919773,101.13220123919773,101.13220123919773,101.13220123919773,0
2020-07-29,0.008442,1.0115705990064967,101.14073881962635,101.14073881962635,101.14073881962635,101.14073881962635,101.14073881962635,0
2020-07-30,0.008442,1.0116559957964648,101.14927712079749,101.14927712079749,101.14927712079749,101.14927712079749,101.14927712079749,0
2020-07-31,0.008442,1.01174139979563,101.15781614277203,101.15781614277203,101.15781614277203,101.15781614277203,101.15781614277203,0
2020-08-03,0.008442,1.0118268110046007,101.1663558856108,101.1663558856108,101.1663558856108,101.1663558856108,101.1663558856108,0
2020-08-04,0.008442,1.0119122294239857,101.17489634937466,101.17489634937466,101.17489634937466,101.17489634937466,101.17489634937466,0
2020-08-05,0.008442,1.0119976550543939,101.18343753412451,101.18343753412451,101.18343753412451,101.18343753412451,101.18343753412451,0
2020-08-06,0.007469,1.01207324115925,101.19099492507392,101.19099492507392,101.19099492507392,101.19099492507392,101.19099492507392,0
2020-08-07,0.007469,1.012148832909632,101.19855288048487,101.19855288048487,101.19855288048487,101.19855288048487,101.19855288048487,0
2020-08-10,0.007469,1.012224430305962,101.20611140039951,101.20611140039951,101.20611140039951,101.20611140039951,101.20611140039951,0
2020-08-11,0.007469,1.0123000333486614,101.21367048485999,101.21367048485999,101.21367048485999,101.21367048485999,101.21367048485999,0
2020-08-12,0.007469,1.012375642038152,101.22123013390849,101.22123013390849,101.22123013390849,101.22123013390849,101.22123013390849,0
2020-08-13,0.007469,1.0124512563748558,101.22879034758718,101.22879034758718,101.22879034758718,101.22879034758718,101.22879034758718,0
2020-08-14,0.007469,1.0125268763591944,101.23635112593823,101.23635112593823,101.23635112593823,101.23635112593823,101.23635112593823,0
2020-08-17,0.007469,1.0126025019915896,101.24391246900385,101.24391246900385,101.24391246900385,101.24391246900385,101.24391246900385,0
2020-08-18,0.007469,1.0126781332724633,101.25147437682614,101.25147437682614,101.25147437682614,101.25147437682614,101.25147437682614,0
2020-08-19,0.007469,1.0127537702022373,101.25903684944733,101.25903684944733,101.25903684944733,101.25903684944733,101.25903684944733,0
2020-08-20,0.007469,1.0128294127813338,101.26659988690963,101.26659988690963,101.26659988690963,101.26659988690963,101.26659988690963,0
2020-08-21,0.007469,1.0129050610101744,101.27416348925517,101.27416348925517,101.27416348925517,101.27416348925517,101.27416348925517,0
2020-08-24,0.007469,1.0129807148891812,101.28172765652619,101.28172765652619,101.28172765652619,101.28172765652619,101.28172765652619,0
2020-08-25,0.007469,1.0130563744187762,101.28929238876484,101.28929238876484,101.28929238876484,101.28929238876484,101.28929238876484,0
2020-08-26,0.007469,1.0131320395993815,101.29685768601335,101.29685768601335,101.29685768601335,101.29685768601335,101.29685768601335,0
2020-08-27,0.007469,1.013207710431419,101.3044235483139,101.3044235483139,101.3044235483139,101.3044235483139,101.3044235483139,0
2020-08-28,0.007469,1.013283386915311,101.31198997570871,101.31198997570871,101.31198997570871,101.31198997570871,101.31198997570871,0
2020-08-31,0.007469,1.0133590690514798,101.31955696824,101.31955696824,101.31955696824,101.31955696824,101.31955696824,0
2020-09-01,0.007469,1.0134347568403472,101.32712452594997,101.32712452594997,101.32712452594997,101.32712452594997,101.32712452594997,0
2020-09-02,0.007469,1.0135104502823356,101.3346926488808,101.3346926488808,101.3346926488808,101.3346926488808,101.3346926488808,0
2020-09-03,0.007469,1.013586149377867,101.34226133707473,101.34226133707473,101.34226133707473,101.34226133707473,101.34226133707473,0
2020-09-04,0.007469,1.013661854127364,101.34983059057402,101.34983059057402,101.34983059057402,101.34983059057402,101.34983059057402,0
2020-09-08,0.007469,1.0137375645312487,101.3574004094208,101.3574004094208,101.3574004094208,101.3574004094208,101.3574004094208,0
2020-09-09,0.007469,1.0138132805899436,101.36497079365738,101.36497079365738,101.36497079365738,101.36497079365738,101.36497079365738,0
2020-09-10,0.007469,1.0138890023038707,101.37254174332595,101.37254174332595,101.37254174332595,101.37254174332595,101.37254174332595,0
2020-09-11,0.007469,1.0139647296734526,101.38011325846874,101.38011325846874,101.38011325846874,101.38011325846874,101.38011325846874,0
2020-09-14,0.007469,1.014040462699112,101.38768533912801,101.38768533912801,101.38768533912801,101.38768533912801,101.38768533912801,0
2020-09-15,0.007469,1.0141162013812708,101.39525798534599,101.39525798534599,101.39525798534599,101.39525798534599,101.39525798534599,0
2020-09-16,0.007469,1.0141919457203519,101.40283119716489,101.40283119716489,101.40283119716489,101.40283119716489,101.40283119716489,0
2020-09-17,0.007469,1.0142676957167776,101.41040497462699,101.41040497462699,101.41040497462699,101.41040497462699,101.41040497462699,0
2020-09-18,0.007469,1.0143434513709706,101.41797931777454,101.41797931777454,101.41797931777454,101.41797931777454,101.41797931777454,0
2020-09-21,0.007469,1.0144192126833533,101.42555422664978,101.42555422664978,101.42555422664978,101.42555422664978,101.42555422664978,0
2020-09-22,0.007469,1.0144949796543485,101.43312970129494,101.43312970129494,101.43312970129494,101.43312970129494,101.43312970129494,0
2020-09-23,0.007469,1.0145707522843788,101.44070574175232,101.44070574175232,101.44070574175232,101.44070574175232,101.44070574175232,0
2020-09-24,0.007469,1.0146465305738668,101.44828234806415,101.44828234806415,101.44828234806415,101.44828234806415,101.44828234806415,0
2020-09-25,0.007469,1.0147223145232354,101.45585952027274,101.45585952027274,101.45585952027274,101.45585952027274,101.45585952027274,0
2020-09-28,0.007469,1.014798104132907,101.46343725842031,101.46343725842031,101.46343725842031,101.46343725842031,101.46343725842031,0
2020-09-29,0.007469,1.0148738994033046,101.47101556254914,101.47101556254914,101.47101556254914,101.47101556254914,101.47101556254914,0
2020-09-30,0.007469,1.014949700334851,101.47859443270151,101.47859443270151,101.47859443270151,101.47859443270151,101.47859443270151,0
2020-10-01,0.007469,1.015025506927969,101.48617386891968,101.48617386891968,101.48617386891968,101.48617386891968,101.48617386891968,0
2020-10-02,0.007469,1.0151013191830813,101.49375387124593,101.49375387124593,101.49375387124593,101.49375387124593,101.49375387124593,0
2020-10-05,0.007469,1.015177137100611,101.50133443972256,101.50133443972256,101.50133443972256,101.50133443972256,101.50133443972256,0
2020-10-06,0.007469,1.015252960680981,101.50891557439185,101.50891557439185,101.50891557439185,101.50891557439185,101.50891557439185,0
2020-10-07,0.007469,1.0153287899246142,101.5164972752961,101.5164972752961,101.5164972752961,101.5164972752961,101.5164972752961,0
2020-10-08,0.007469,1.0154046248319335,101.52407954247758,101.52407954247758,101.52407954247758,101.52407954247758,101.52407954247758,0
2020-10-09,0.007469,1.0154804654033622,101.53166237597861,101.53166237597861,101.53166237597861,101.53166237597861,101.53166237597861,0
2020-10-13,0.007469,1.0155563116393231,101.53924577584147,101.53924577584147,101.53924577584147,101.53924577584147,101.53924577584147,0
2020-10-14,0.007469,1.0156321635402394,101.54682974210844,101.54682974210844,101.54682974210844,101.54682974210844,101.54682974210844,0
2020-10-15,0.007469,1.0157080211065341,101.55441427482188,101.55441427482188,101.55441427482188,101.55441427482188,101.55441427482188,0
2020-10-16,0.007469,1.0157838843386304,101.56199937402405,101.56199937402405,101.56199937402405,101.56199937402405,101.56199937402405,0
2020-10-19,0.007469,1.0158597532369515,101.56958503975729,101.56958503975729,101.56958503975729,101.56958503975729,101.56958503975729,0
2020-10-20,0.007469,1.0159356278019207,101.5771712720639,101.5771712720639,101.5771712720639,101.5771712720639,101.5771712720639,0
2020-10-21,0.007469,1.0160115080339611,101.5847580709862,101.5847580709862,101.5847580709862,101.5847580709862,101.5847580709862,0
2020-10-22,0.007469,1.016087393933496,101.5923454365665,101.5923454365665,101.5923454365665,101.5923454365665,101.5923454365665,0
2020-10-23,0.007469,1.0161632855009488,101.59993336884713,101.59993336884713,101.59993336884713,101.59993336884713,101.59993336884713,0
2020-10-26,0.007469,1.0162391827367427,101.60752186787046,101.60752186787046,101.60752186787046,101.60752186787046,101.60752186787046,0
2020-10-27,0.007469,1.0163150856413012,101.61511093367875,101.61511093367875,101.61511093367875,101.61511093367875,101.61511093367875,0
2020-10-28,0.007469,1.0163909942150477,101.62270056631439,101.62270056631439,101.62270056631439,101.62270056631439,101.62270056631439,0
2020-10-29,0.007469,1.0164669084584057,101.63029076581968,101.63029076581968,101.63029076581968,101.63029076581968,101.63029076581968,0
2020-10-30,0.007469,1.0165428283717983,101.63788153223696,101.63788153223696,101.63788153223696,101.63788153223696,101.63788153223696,0
2020-11-03,0.007469,1.0166187539556493,101.64547286560858,101.64547286560858,101.64547286560858,101.64547286560858,101.64547286560858,0
2020-11-04,0.007469,1.0166946852103822,101.65306476597694,101.65306476597694,101.65306476597694,101.65306476597694,101.65306476597694,0
2020-11-05,0.007469,1.0167706221364206,101.66065723338428,101.66065723338428,101.66065723338428,101.66065723338428,101.66065723338428,0
2020-11-06,0.007469,1.0168465647341878,101.66825026787305,101.66825026787305,101.66825026787305,101.66825026787305,101.66825026787305,0
2020-11-09,0.007469,1.0169225130041077,101.67584386948556,101.67584386948556,101.67584386948556,101.67584386948556,101.67584386948556,0
2020-11-10,0.007469,1.016998466946604,101.68343803826414,101.68343803826414,101.68343803826414,101.68343803826414,101.68343803826414,0
2020-11-11,0.007469,1.0170744265621001,101.69103277425123,101.69103277425123,101.69103277425123,101.69103277425123,101.69103277425123,0
2020-11-12,0.007469,1.01715039185102,101.69862807748913,101.69862807748913,101.69862807748913,101.69862807748913,101.69862807748913,0
2020-11-13,0.007469,1.0172263628137874,101.70622394802025,101.70622394802025,101.70622394802025,101.70622394802025,101.70622394802025,0
2020-11-16,0.007469,1.0173023394508258,101.7138203858869,101.7138203858869,101.7138203858869,101.7138203858869,101.7138203858869,0
2020-11-17,0.007469,1.0173783217625594,101.72141739113152,101.72141739113152,101.72141739113152,101.72141739113152,101.72141739113152,0
2020-11-18,0.007469,1.0174543097494118,101.72901496379647,101.72901496379647,101.72901496379647,101.72901496379647,101.72901496379647,0
2020-11-19,0.007469,1.0175303034118068,101.7366131039241,101.7366131039241,101.7366131039241,101.7366131039241,101.7366131039241,0
2020-11-20,0.007469,1.0176063027501685,101.74421181155682,101.74421181155682,101.74421181155682,101.74421181155682,101.74421181155682,0
2020-11-23,0.007469,1.0176823077649209,101.751811086737,101.751811086737,101.751811086737,101.751811086737,101.751811086737,0
2020-11-24,0.007469,1.0177583184564878,101.75941092950708,101.75941092950708,101.75941092950708,101.75941092950708,101.75941092950708,0
2020-11-25,0.007469,1.0178343348252932,101.7670113399094,101.7670113399094,101.7670113399094,101.7670113399094,101.7670113399094,0
2020-11-26,0.007469,1.0179103568717611,101.77461231798634,101.77461231798634,101.77461231798634,101.77461231798634,101.77461231798634,0
2020-11-27,0.007469,1.0179863845963157,101.78221386378037,101.78221386378037,101.78221386378037,101.78221386378037,101.78221386378037,0
2020-11-30,0.007469,1.0180624179993811,101.78981597733386,101.78981597733386,101.78981597733386,101.78981597733386,101.78981597733386,0
2020-12-01,0.007469,1.0181384570813814,101.79741865868918,101.79741865868918,101.79741865868918,101.79741865868918,101.79741865868918,0
2020-12-02,0.007469,1.0182145018427406,101.80502190788879,101.80502190788879,101.80502190788879,101.80502190788879,101.80502190788879,0
2020-12-03,0.007469,1.0182905522838832,101.81262572497506,101.81262572497506,101.81262572497506,101.81262572497506,101.81262572497506,0
2020-12-04,0.007469,1.0183666084052332,101.82023010999046,101.82023010999046,101.82023010999046,101.82023010999046,101.82023010999046,0
2020-12-07,0.007469,1.018442670207215,101.82783506297737,101.82783506297737,101.82783506297737,101.82783506297737,101.82783506297737,0
2020-12-08,0.007469,1.0185187376902527,101.83544058397823,101.83544058397823,101.83544058397823,101.83544058397823,101.83544058397823,0
2020-12-09,0.007469,1.0185948108547707,101.84304667303543,101.84304667303543,101.84304667303543,101.84304667303543,101.84304667303543,0
2020-12-10,0.007469,1.0186708897011933,101.85065333019143,101.85065333019143,101.85065333019143,101.85065333019143,101.85065333019143,0
2020-12-11,0.007469,1.018746974229945,101.85826055548866,101.85826055548866,101.85826055548866,101.85826055548866,101.85826055548866,0
2020-12-14,0.007469,1.0188230644414502,101.86586834896954,101.86586834896954,101.86586834896954,101.86586834896954,101.86586834896954,0
2020-12-15,0.007469,1.0188991603361333,101.87347671067653,101.87347671067653,101.87347671067653,101.87347671067653,101.87347671067653,0
2020-12-16,0.007469,1.0189752619144188,101.88108564065203,101.88108564065203,101.88108564065203,101.88108564065203,101.88108564065203,0
2020-12-17,0.007469,1.0190513691767311,101.88869513893854,101.88869513893854,101.88869513893854,101.88869513893854,101.88869513893854,0
2020-12-18,0.007469,1.0191274821234948,101.89630520557844,101.89630520557844,101.89630520557844,101.89630520557844,101.89630520557844,0
2020-12-21,0.007469,1.0192036007551346,101.90391584061425,101.90391584061425,101.90391584061425,101.90391584061425,101.90391584061425,0
2020-12-22,0.007469,1.0192797250720749,101.91152704408837,101.91152704408837,101.91152704408837,101.91152704408837,101.91152704408837,0
2020-12-23,0.007469,1.0193558550747404,101.91913881604329,101.91913881604329,101.91913881604329,101.91913881604329,101.91913881604329,0
2020-12-24,0.007469,1.0194319907635558,101.92675115652146,101.92675115652146,101.92675115652146,101.92675115652146,101.92675115652146,0
2020-12-28,0.007469,1.0195081321389459,101.93436406556533,101.93436406556533,101.93436406556533,101.93436406556533,101.93436406556533,0
2020-12-29,0.007469,1.0195842792013352,101.94197754321736,101.94197754321736,101.94197754321736,101.94197754321736,101.94197754321736,0
2020-12-30,0.007469,1.0196604319511486,101.94959158952005,101.94959158952005,101.94959158952005,101.94959158952005,101.94959158952005,0
2020-12-31,0.007469,1.019736590388811,101.95720620451587,101.95720620451587,101.95720620451587,101.95720620451587,101.95720620451587,0
2021-01-04,0.007469,1.019812754514747,101.96482138824727,101.96482138824727,101.96482138824727,101.96482138824727,101.96482138824727,0
2021-01-05,0.007469,1.0198889243293816,101.97243714075674,101.97243714075674,101.97243714075674,101.97243714075674,101.97243714075674,0
2021-01-06,0.007469,1.0199650998331398,101.98005346208679,101.98005346208679,101.98005346208679,101.98005346208679,101.98005346208679,0
2021-01-07,0.007469,1.0200412810264463,101.98767035227986,101.98767035227986,101.98767035227986,101.98767035227986,101.98767035227986,0
2021-01-08,0.007469,1.020117467909726,101.99528781137847,101.99528781137847,101.99528781137847,101.99528781137847,101.99528781137847,0
2021-01-11,0.007469,1.020193660483404,102.00290583942511,102.00290583942511,102.00290583942511,102.00290583942511,102.00290583942511,0
2021-01-12,0.007469,1.0202698587479055,102.01052443646223,102.01052443646223,102.01052443646223,102.01052443646223,102.01052443646223,0
2021-01-13,0.007469,1.0203460627036554,102.01814360253239,102.01814360253239,102.01814360253239,102.01814360253239,102.01814360253239,0
2021-01-14,0.007469,1.0204222723510785,102.02576333767806,102.02576333767806,102.02576333767806,102.02576333767806,102.02576333767806,0
2021-01-15,0.007469,1.0204984876906003,102.03338364194173,102.03338364194173,102.03338364194173,102.03338364194173,102.03338364194173,0
2021-01-18,0.007469,1.0205747087226458,102.04100451536593,102.04100451536593,102.04100451536593,102.04100451536593,102.04100451536593,0
2021-01-19,0.007469,1.0206509354476403,102.04862595799318,102.04862595799318,102.04862595799318,102.04862595799318,102.04862595799318,0
2021-01-20,0.007469,1.0207271678660088,102.05624796986599,102.05624796986599,102.05624796986599,102.05624796986599,102.05624796986599,0
2021-01-21,0.007469,1.0208034059781768,102.06387055102685,102.06387055102685,102.06387055102685,102.06387055102685,102.06387055102685,0
2021-01-22,0.007469,1.0208796497845691,102.07149370151829,102.07149370151829,102.07149370151829,102.07149370151829,102.07149370151829,0
2021-01-25,0.007469,1.0209558992856114,102.07911742138285,102.07911742138285,102.07911742138285,102.07911742138285,102.07911742138285,0
2021-01-26,0.007469,1.021032154481729,102.08674171066303,102.08674171066303,102.08674171066303,102.08674171066303,102.08674171066303,0
